"fa href","title","title href","discourse-tag","discourse-tag href","discourse-tags__tag-separator","discourse-tag 2","discourse-tag href 2","discourse-tags__tag-separator 2","discourse-tag 3","discourse-tag href 3","avatar src","latest href","avatar src 2","badge-posts href","number","number 2","post-activity href","relative-date","group-ds-students href","group-ds-students href 2","group-ds-students href 3","avatar src 3","group-ds-students href 4","avatar src 4","avatar src 5"
"[object Object]","Recorded Sessions for TDS","https://discourse.onlinedegree.iitm.ac.in/t/recorded-sessions-for-tds/175897","clarification","https://discourse.onlinedegree.iitm.ac.in/tag/clarification",",","miscellaneous","https://discourse.onlinedegree.iitm.ac.in/tag/miscellaneous",",","diploma-level","https://discourse.onlinedegree.iitm.ac.in/tag/diploma-level","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/priyank/48/66833_2.png","https://discourse.onlinedegree.iitm.ac.in/u/carlton","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/carlton/48/56317_2.png","https://discourse.onlinedegree.iitm.ac.in/t/recorded-sessions-for-tds/175897/1","2","41","https://discourse.onlinedegree.iitm.ac.in/t/recorded-sessions-for-tds/175897/3","24d","https://discourse.onlinedegree.iitm.ac.in/u/priyank","https://discourse.onlinedegree.iitm.ac.in/u/jivraj","","https://avatars.discourse-cdn.com/v4/letter/j/b9bd4f/48.png","","",""
"","Barebones Summary of Week 1- Mind Map","https://discourse.onlinedegree.iitm.ac.in/t/barebones-summary-of-week-1-mind-map/175282","extra-resources","https://discourse.onlinedegree.iitm.ac.in/tag/extra-resources",",","term2-2025","https://discourse.onlinedegree.iitm.ac.in/tag/term2-2025",",","week-1","https://discourse.onlinedegree.iitm.ac.in/tag/week-1","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/22f3000680/48/68407_2.png","https://discourse.onlinedegree.iitm.ac.in/u/carlton","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/carlton/48/56317_2.png","https://discourse.onlinedegree.iitm.ac.in/t/barebones-summary-of-week-1-mind-map/175282/1","1","70","https://discourse.onlinedegree.iitm.ac.in/t/barebones-summary-of-week-1-mind-map/175282/2","25d","https://discourse.onlinedegree.iitm.ac.in/u/22f3000680","","","","","",""
"","TDS Course Material - Suggested Rectifications","https://discourse.onlinedegree.iitm.ac.in/t/tds-course-material-suggested-rectifications/175427","term2-2025","https://discourse.onlinedegree.iitm.ac.in/tag/term2-2025",",","tds","https://discourse.onlinedegree.iitm.ac.in/tag/tds","","","","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/siddharthghosh/48/18449_2.png","https://discourse.onlinedegree.iitm.ac.in/u/siddharthghosh","","https://discourse.onlinedegree.iitm.ac.in/t/tds-course-material-suggested-rectifications/175427/1","1","75","https://discourse.onlinedegree.iitm.ac.in/t/tds-course-material-suggested-rectifications/175427/2","26d","","","","","","",""
"[object Object]","Google Cloud Platform","https://discourse.onlinedegree.iitm.ac.in/t/google-cloud-platform/175459","diploma-level","https://discourse.onlinedegree.iitm.ac.in/tag/diploma-level",",","term2-2025","https://discourse.onlinedegree.iitm.ac.in/tag/term2-2025",",","tds","https://discourse.onlinedegree.iitm.ac.in/tag/tds","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/21f3002439/48/42182_2.png","https://discourse.onlinedegree.iitm.ac.in/u/carlton","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/carlton/48/56317_2.png","https://discourse.onlinedegree.iitm.ac.in/t/google-cloud-platform/175459/1","1","58","https://discourse.onlinedegree.iitm.ac.in/t/google-cloud-platform/175459/2","26d","https://discourse.onlinedegree.iitm.ac.in/u/21f3002439","","","","","",""
"[object Object]","TDS-Can I drop this recourse with fee refund now?","https://discourse.onlinedegree.iitm.ac.in/t/tds-can-i-drop-this-recourse-with-fee-refund-now/175178","clarification","https://discourse.onlinedegree.iitm.ac.in/tag/clarification",",","term1-2025","https://discourse.onlinedegree.iitm.ac.in/tag/term1-2025","","","","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/23f3004014/48/77325_2.png","https://discourse.onlinedegree.iitm.ac.in/u/23f3004014","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/vidit0705/48/111625_2.png","https://discourse.onlinedegree.iitm.ac.in/t/tds-can-i-drop-this-recourse-with-fee-refund-now/175178/1","2","91","https://discourse.onlinedegree.iitm.ac.in/t/tds-can-i-drop-this-recourse-with-fee-refund-now/175178/3","26d","https://discourse.onlinedegree.iitm.ac.in/u/vidit0705","","","","","",""
"[object Object]","TDS-GA1-Submission","https://discourse.onlinedegree.iitm.ac.in/t/tds-ga1-submission/175379","clarification","https://discourse.onlinedegree.iitm.ac.in/tag/clarification",",","term1-2025","https://discourse.onlinedegree.iitm.ac.in/tag/term1-2025","","","","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/23f1001065/48/62698_2.png","https://discourse.onlinedegree.iitm.ac.in/u/23f1001065","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/23f3004014/48/77325_2.png","https://discourse.onlinedegree.iitm.ac.in/t/tds-ga1-submission/175379/1","3","74","https://discourse.onlinedegree.iitm.ac.in/t/tds-ga1-submission/175379/4","26d","https://discourse.onlinedegree.iitm.ac.in/u/23f3004014","https://discourse.onlinedegree.iitm.ac.in/u/siddharthghosh","https://discourse.onlinedegree.iitm.ac.in/u/22f3000982","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/siddharthghosh/48/18449_2.png","","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/22f3000982/48/78201_2.png",""
"","When running this ‘llm embed -c ‘My email is 23f2001697@ds.study.iitm.ac.in’ -m 3-small’ this shows insufficient_quota but I have prompt the model just 2-3 times","https://discourse.onlinedegree.iitm.ac.in/t/when-running-this-llm-embed-c-my-email-is-23f2001697-ds-study-iitm-ac-in-m-3-small-this-shows-insufficient-quota-but-i-have-prompt-the-model-just-2-3-times/174414","clarification","https://discourse.onlinedegree.iitm.ac.in/tag/clarification",",","term1-2025","https://discourse.onlinedegree.iitm.ac.in/tag/term1-2025","","","","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/23f2001697/48/67345_2.png","https://discourse.onlinedegree.iitm.ac.in/u/aruntiwari","https://avatars.discourse-cdn.com/v4/letter/j/b9bd4f/48.png","https://discourse.onlinedegree.iitm.ac.in/t/when-running-this-llm-embed-c-my-email-is-23f2001697-ds-study-iitm-ac-in-m-3-small-this-shows-insufficient-quota-but-i-have-prompt-the-model-just-2-3-times/174414/1","2","68","https://discourse.onlinedegree.iitm.ac.in/t/when-running-this-llm-embed-c-my-email-is-23f2001697-ds-study-iitm-ac-in-m-3-small-this-shows-insufficient-quota-but-i-have-prompt-the-model-just-2-3-times/174414/3","27d","https://discourse.onlinedegree.iitm.ac.in/u/23f2001697","https://discourse.onlinedegree.iitm.ac.in/u/jivraj","","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/aruntiwari/48/113680_2.png","","",""
"","TDS - Doubts - Specific Points to be Covered in Sunday’s Session","https://discourse.onlinedegree.iitm.ac.in/t/tds-doubts-specific-points-to-be-covered-in-sundays-session/175287","clarification","https://discourse.onlinedegree.iitm.ac.in/tag/clarification",",","term1-2025","https://discourse.onlinedegree.iitm.ac.in/tag/term1-2025","","","","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/23f3004014/48/77325_2.png","https://discourse.onlinedegree.iitm.ac.in/u/23f3004014","","https://discourse.onlinedegree.iitm.ac.in/t/tds-doubts-specific-points-to-be-covered-in-sundays-session/175287/1","3","65","https://discourse.onlinedegree.iitm.ac.in/t/tds-doubts-specific-points-to-be-covered-in-sundays-session/175287/4","27d","","","","","","",""
"","Issue with validating the output of the GA1 question no 20 SQL: Average Order Value (0.75 marks)","https://discourse.onlinedegree.iitm.ac.in/t/issue-with-validating-the-output-of-the-ga1-question-no-20-sql-average-order-value-0-75-marks/175272","term2-2025","https://discourse.onlinedegree.iitm.ac.in/tag/term2-2025",",","graded-assignment","https://discourse.onlinedegree.iitm.ac.in/tag/graded-assignment","","","","","https://discourse.onlinedegree.iitm.ac.in/u/kalyan_dath_18","https://avatars.discourse-cdn.com/v4/letter/2/7feea3/48.png","https://discourse.onlinedegree.iitm.ac.in/t/issue-with-validating-the-output-of-the-ga1-question-no-20-sql-average-order-value-0-75-marks/175272/1","1","54","https://discourse.onlinedegree.iitm.ac.in/t/issue-with-validating-the-output-of-the-ga1-question-no-20-sql-average-order-value-0-75-marks/175272/2","28d","https://discourse.onlinedegree.iitm.ac.in/u/23ds2000044","","","","","","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/kalyan_dath_18/48/132770_2.png"
"","Increasing my qouta for TDS Openai Api Key","https://discourse.onlinedegree.iitm.ac.in/t/increasing-my-qouta-for-tds-openai-api-key/175219","extra-resources","https://discourse.onlinedegree.iitm.ac.in/tag/extra-resources",",","term1-2025","https://discourse.onlinedegree.iitm.ac.in/tag/term1-2025","","","","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/23f1002997/48/66858_2.png","https://discourse.onlinedegree.iitm.ac.in/u/carlton","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/carlton/48/56317_2.png","https://discourse.onlinedegree.iitm.ac.in/t/increasing-my-qouta-for-tds-openai-api-key/175219/1","1","82","https://discourse.onlinedegree.iitm.ac.in/t/increasing-my-qouta-for-tds-openai-api-key/175219/2","28d","https://discourse.onlinedegree.iitm.ac.in/u/23f1002997","","","","","",""
"[object Object]","Getting error AI PIPE","https://discourse.onlinedegree.iitm.ac.in/t/getting-error-ai-pipe/174255","operational","https://discourse.onlinedegree.iitm.ac.in/tag/operational",",","diploma-level","https://discourse.onlinedegree.iitm.ac.in/tag/diploma-level",",","term1-2025","https://discourse.onlinedegree.iitm.ac.in/tag/term1-2025","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/22f3000982/48/78201_2.png","https://discourse.onlinedegree.iitm.ac.in/u/nitish007","https://avatars.discourse-cdn.com/v4/letter/j/b9bd4f/48.png","https://discourse.onlinedegree.iitm.ac.in/t/getting-error-ai-pipe/174255/1","6","103","https://discourse.onlinedegree.iitm.ac.in/t/getting-error-ai-pipe/174255/7","28d","https://discourse.onlinedegree.iitm.ac.in/u/22f3000982","https://discourse.onlinedegree.iitm.ac.in/u/jivraj","https://discourse.onlinedegree.iitm.ac.in/u/advaith52","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/advaith52/48/67172_2.png","https://discourse.onlinedegree.iitm.ac.in/u/23f2004759","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/23f2004759/48/66893_2.png","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/nitish007/48/14042_2.png"
"[object Object]","TDS Live Session recording","https://discourse.onlinedegree.iitm.ac.in/t/tds-live-session-recording/174594","clarification","https://discourse.onlinedegree.iitm.ac.in/tag/clarification",",","term2-2025","https://discourse.onlinedegree.iitm.ac.in/tag/term2-2025","","","","https://avatars.discourse-cdn.com/v4/letter/o/ccd318/48.png","https://discourse.onlinedegree.iitm.ac.in/u/24f1001758","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/24f1001758/48/66883_2.png","https://discourse.onlinedegree.iitm.ac.in/t/tds-live-session-recording/174594/1","3","68","https://discourse.onlinedegree.iitm.ac.in/t/tds-live-session-recording/174594/4","May 14","https://discourse.onlinedegree.iitm.ac.in/u/omr_17","https://discourse.onlinedegree.iitm.ac.in/u/carlton","","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/carlton/48/56317_2.png","","",""
"[object Object]","Request for Session Recordings – 10th & 11th May (Tools in Data Science)","https://discourse.onlinedegree.iitm.ac.in/t/request-for-session-recordings-10th-11th-may-tools-in-data-science/174384","clarification","https://discourse.onlinedegree.iitm.ac.in/tag/clarification",",","miscellaneous","https://discourse.onlinedegree.iitm.ac.in/tag/miscellaneous",",","extra-resources","https://discourse.onlinedegree.iitm.ac.in/tag/extra-resources","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/22f3000940/48/120128_2.png","https://discourse.onlinedegree.iitm.ac.in/u/24f1001758","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/carlton/48/56317_2.png","https://discourse.onlinedegree.iitm.ac.in/t/request-for-session-recordings-10th-11th-may-tools-in-data-science/174384/1","3","68","https://discourse.onlinedegree.iitm.ac.in/t/request-for-session-recordings-10th-11th-may-tools-in-data-science/174384/4","May 14","https://discourse.onlinedegree.iitm.ac.in/u/22f3000940","https://discourse.onlinedegree.iitm.ac.in/u/carlton","","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/24f1001758/48/66883_2.png","","",""
"","Graded assignment week 1","https://discourse.onlinedegree.iitm.ac.in/t/graded-assignment-week-1/174447","clarification","https://discourse.onlinedegree.iitm.ac.in/tag/clarification",",","operational","https://discourse.onlinedegree.iitm.ac.in/tag/operational",",","diploma-level","https://discourse.onlinedegree.iitm.ac.in/tag/diploma-level","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/24f2000970_kartik_ja/48/68167_2.png","https://discourse.onlinedegree.iitm.ac.in/u/24f2000970_kartik_ja","","https://discourse.onlinedegree.iitm.ac.in/t/graded-assignment-week-1/174447/1","0","52","https://discourse.onlinedegree.iitm.ac.in/t/graded-assignment-week-1/174447/1","May 14","","","","","","",""
"","15 May Class Clashing with MLF Class","https://discourse.onlinedegree.iitm.ac.in/t/15-may-class-clashing-with-mlf-class/174380","miscellaneous","https://discourse.onlinedegree.iitm.ac.in/tag/miscellaneous",",","operational","https://discourse.onlinedegree.iitm.ac.in/tag/operational",",","term1-2025","https://discourse.onlinedegree.iitm.ac.in/tag/term1-2025","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/broken_shadow/48/132972_2.png","https://discourse.onlinedegree.iitm.ac.in/u/carlton","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/carlton/48/56317_2.png","https://discourse.onlinedegree.iitm.ac.in/t/15-may-class-clashing-with-mlf-class/174380/1","3","50","https://discourse.onlinedegree.iitm.ac.in/t/15-may-class-clashing-with-mlf-class/174380/4","May 13","https://discourse.onlinedegree.iitm.ac.in/u/broken_shadow","","","","","",""
"[object Object]","GA1 - Development Tools - Discussion Thread [TDS Jan 2025]","https://discourse.onlinedegree.iitm.ac.in/t/ga1-development-tools-discussion-thread-tds-jan-2025/161083","announcement","https://discourse.onlinedegree.iitm.ac.in/tag/announcement",",","term1-2025","https://discourse.onlinedegree.iitm.ac.in/tag/term1-2025",",","week-1","https://discourse.onlinedegree.iitm.ac.in/tag/week-1","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/s.anand/48/15264_2.png","https://discourse.onlinedegree.iitm.ac.in/u/carlton","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/roy2003/48/66760_2.png","https://discourse.onlinedegree.iitm.ac.in/t/ga1-development-tools-discussion-thread-tds-jan-2025/161083/1","130","1.6k","https://discourse.onlinedegree.iitm.ac.in/t/ga1-development-tools-discussion-thread-tds-jan-2025/161083/144","May 10","https://discourse.onlinedegree.iitm.ac.in/u/roy2003","https://discourse.onlinedegree.iitm.ac.in/u/nelson","https://discourse.onlinedegree.iitm.ac.in/u/21f3000745","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/nelson/48/66583_2.png","","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/21f3000745/48/638_2.png","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/carlton/48/56317_2.png"
"","Guide me how to complete TDS course","https://discourse.onlinedegree.iitm.ac.in/t/guide-me-how-to-complete-tds-course/173555","diploma-level","https://discourse.onlinedegree.iitm.ac.in/tag/diploma-level",",","guidelines","https://discourse.onlinedegree.iitm.ac.in/tag/guidelines",",","term2-2025","https://discourse.onlinedegree.iitm.ac.in/tag/term2-2025","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/krishnakvh1729/48/262_2.png","https://discourse.onlinedegree.iitm.ac.in/u/carlton","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/carlton/48/56317_2.png","https://discourse.onlinedegree.iitm.ac.in/t/guide-me-how-to-complete-tds-course/173555/1","1","140","https://discourse.onlinedegree.iitm.ac.in/t/guide-me-how-to-complete-tds-course/173555/2","May 4","https://discourse.onlinedegree.iitm.ac.in/u/krishnakvh1729","","","","","",""
"[object Object]","Project 1 Evaluation second mail is not correct and reports files missing while they are present","https://discourse.onlinedegree.iitm.ac.in/t/project-1-evaluation-second-mail-is-not-correct-and-reports-files-missing-while-they-are-present/171477","term1-2025","https://discourse.onlinedegree.iitm.ac.in/tag/term1-2025",",","tds-project-one","https://discourse.onlinedegree.iitm.ac.in/tag/tds-project-one","","","","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/22f3001832/48/97892_2.png","https://discourse.onlinedegree.iitm.ac.in/u/jivraj","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/carlton/48/56317_2.png","https://discourse.onlinedegree.iitm.ac.in/t/project-1-evaluation-second-mail-is-not-correct-and-reports-files-missing-while-they-are-present/171477/1","11","186","https://discourse.onlinedegree.iitm.ac.in/t/project-1-evaluation-second-mail-is-not-correct-and-reports-files-missing-while-they-are-present/171477/13","Apr 29","https://discourse.onlinedegree.iitm.ac.in/u/22f3001832","https://discourse.onlinedegree.iitm.ac.in/u/carlton","https://discourse.onlinedegree.iitm.ac.in/u/23f2000345","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/23f2000345/48/84315_2.png","https://discourse.onlinedegree.iitm.ac.in/u/sudhishnarayan","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/sudhishnarayan/48/66833_2.png","https://avatars.discourse-cdn.com/v4/letter/j/b9bd4f/48.png"
"","URGENT ATTN REQ: technical discrepancy and inconsistency in the evaluation scripts of graded assignment and project 2","https://discourse.onlinedegree.iitm.ac.in/t/urgent-attn-req-technical-discrepancy-and-inconsistency-in-the-evaluation-scripts-of-graded-assignment-and-project-2/173172","diploma-level","https://discourse.onlinedegree.iitm.ac.in/tag/diploma-level","","","","","","","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/23f1001231/48/67068_2.png","https://discourse.onlinedegree.iitm.ac.in/u/jivraj","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/23f1002643/48/66835_2.png","https://discourse.onlinedegree.iitm.ac.in/t/urgent-attn-req-technical-discrepancy-and-inconsistency-in-the-evaluation-scripts-of-graded-assignment-and-project-2/173172/1","29","256","https://discourse.onlinedegree.iitm.ac.in/t/urgent-attn-req-technical-discrepancy-and-inconsistency-in-the-evaluation-scripts-of-graded-assignment-and-project-2/173172/32","Apr 29","https://discourse.onlinedegree.iitm.ac.in/u/23f1001231","https://discourse.onlinedegree.iitm.ac.in/u/23f1002643","https://discourse.onlinedegree.iitm.ac.in/u/saransh_saini","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/saransh_saini/48/123495_2.png","https://discourse.onlinedegree.iitm.ac.in/u/carlton","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/carlton/48/56317_2.png","https://avatars.discourse-cdn.com/v4/letter/j/b9bd4f/48.png"
"","My Feedback for this Course","https://discourse.onlinedegree.iitm.ac.in/t/my-feedback-for-this-course/160097","miscellaneous","https://discourse.onlinedegree.iitm.ac.in/tag/miscellaneous","","","","","","","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/23f1001947/48/133968_2.png","https://discourse.onlinedegree.iitm.ac.in/u/23f1001947","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/carlton/48/56317_2.png","https://discourse.onlinedegree.iitm.ac.in/t/my-feedback-for-this-course/160097/1","4","186","https://discourse.onlinedegree.iitm.ac.in/t/my-feedback-for-this-course/160097/5","Apr 29","https://discourse.onlinedegree.iitm.ac.in/u/carlton","https://discourse.onlinedegree.iitm.ac.in/u/lifelonglearner","https://discourse.onlinedegree.iitm.ac.in/u/23f1001823","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/lifelonglearner/48/67019_2.png","","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/23f1001823/48/66937_2.png",""
"[object Object]","Regarding Scores of TDS","https://discourse.onlinedegree.iitm.ac.in/t/regarding-scores-of-tds/173347","clarification","https://discourse.onlinedegree.iitm.ac.in/tag/clarification",",","diploma-level","https://discourse.onlinedegree.iitm.ac.in/tag/diploma-level",",","term1-2025","https://discourse.onlinedegree.iitm.ac.in/tag/term1-2025","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/23f2004476/48/78192_2.png","https://discourse.onlinedegree.iitm.ac.in/u/23f2004476","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/carlton/48/56317_2.png","https://discourse.onlinedegree.iitm.ac.in/t/regarding-scores-of-tds/173347/1","10","132","https://discourse.onlinedegree.iitm.ac.in/t/regarding-scores-of-tds/173347/11","Apr 28","https://discourse.onlinedegree.iitm.ac.in/u/carlton","","","","","",""
"","Project 2 - TDS Solver - Discussion Thread","https://discourse.onlinedegree.iitm.ac.in/t/project-2-tds-solver-discussion-thread/169029","announcement","https://discourse.onlinedegree.iitm.ac.in/tag/announcement",",","term1-2025","https://discourse.onlinedegree.iitm.ac.in/tag/term1-2025",",","tds-project-2","https://discourse.onlinedegree.iitm.ac.in/tag/tds-project-2","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/s.anand/48/15264_2.png","https://discourse.onlinedegree.iitm.ac.in/u/algsoch","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/23f1002382/48/68945_2.png","https://discourse.onlinedegree.iitm.ac.in/t/project-2-tds-solver-discussion-thread/169029/1","689","4.5k","https://discourse.onlinedegree.iitm.ac.in/t/project-2-tds-solver-discussion-thread/169029/715","Apr 25","https://discourse.onlinedegree.iitm.ac.in/u/23f1002382","https://discourse.onlinedegree.iitm.ac.in/u/saransh_saini","https://discourse.onlinedegree.iitm.ac.in/u/jivraj","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/saransh_saini/48/123495_2.png","","https://avatars.discourse-cdn.com/v4/letter/j/b9bd4f/48.png","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/algsoch/48/111675_2.png"
"","Course experience and farewell post","https://discourse.onlinedegree.iitm.ac.in/t/course-experience-and-farewell-post/173247","miscellaneous","https://discourse.onlinedegree.iitm.ac.in/tag/miscellaneous","","","","","","","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/23f1002382/48/68945_2.png","https://discourse.onlinedegree.iitm.ac.in/u/23f1002382","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/22f3000819/48/66738_2.png","https://discourse.onlinedegree.iitm.ac.in/t/course-experience-and-farewell-post/173247/1","6","240","https://discourse.onlinedegree.iitm.ac.in/t/course-experience-and-farewell-post/173247/7","Apr 24","https://discourse.onlinedegree.iitm.ac.in/u/22f3000819","https://discourse.onlinedegree.iitm.ac.in/u/saransh_saini","https://discourse.onlinedegree.iitm.ac.in/u/21f2000709","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/saransh_saini/48/123495_2.png","https://discourse.onlinedegree.iitm.ac.in/u/carlton","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/21f2000709/48/134907_2.png","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/carlton/48/56317_2.png"
"[object Object]","URGENT ATTN REQ: Another technical discrepancy and inconsistency in the evaluation scripts of graded assignment and project 2","https://discourse.onlinedegree.iitm.ac.in/t/urgent-attn-req-another-technical-discrepancy-and-inconsistency-in-the-evaluation-scripts-of-graded-assignment-and-project-2/173175","diploma-level","https://discourse.onlinedegree.iitm.ac.in/tag/diploma-level","","","","","","","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/23f1001231/48/67068_2.png","https://discourse.onlinedegree.iitm.ac.in/u/saransh_saini","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/saransh_saini/48/123495_2.png","https://discourse.onlinedegree.iitm.ac.in/t/urgent-attn-req-another-technical-discrepancy-and-inconsistency-in-the-evaluation-scripts-of-graded-assignment-and-project-2/173175/1","1","72","https://discourse.onlinedegree.iitm.ac.in/t/urgent-attn-req-another-technical-discrepancy-and-inconsistency-in-the-evaluation-scripts-of-graded-assignment-and-project-2/173175/2","Apr 23","https://discourse.onlinedegree.iitm.ac.in/u/23f1001231","","","","","",""
"","TDS Total discrepancy","https://discourse.onlinedegree.iitm.ac.in/t/tds-total-discrepancy/173208","clarification","https://discourse.onlinedegree.iitm.ac.in/tag/clarification","","","","","","","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/24ds1000082_vivek/48/69556_2.png","https://discourse.onlinedegree.iitm.ac.in/u/saransh_saini","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/carlton/48/56317_2.png","https://discourse.onlinedegree.iitm.ac.in/t/tds-total-discrepancy/173208/1","2","90","https://discourse.onlinedegree.iitm.ac.in/t/tds-total-discrepancy/173208/3","Apr 23","https://discourse.onlinedegree.iitm.ac.in/u/24ds1000082_vivek","https://discourse.onlinedegree.iitm.ac.in/u/carlton","","https://dub1.discourse-cdn.com/flex013/user_avatar/discourse.onlinedegree.iitm.ac.in/saransh_saini/48/123495_2.png","","",""
